Type,"Gene Symbol /Region Name",GRCh37,"HI Score","TS Score",OMIMMorbid,%HI,pLI,LOEUF,"LastEvaluated Date"
Gene,DHX57HGNC:20086,2:39024871-39103075,NoEvidence,NoEvidence,,46.62,0,0.74,06/28/2018
Gene,DICER1HGNC:17098,14:95552565-95624347,SufficientEvidence,NoEvidence,"OMIM Morbid",1.99,1,0.28,02/09/2022
Gene,DIP2AHGNC:17217,21:47878804-47991139,LittleEvidence,NoEvidence,OMIM,58.86,0,0.62,01/23/2019
Gene,DIRAS3HGNC:687,1:68511569-68517314,NoEvidence,NoEvidence,OMIM,90.89,0.34,1.84,10/19/2011
Gene,DIS3L2HGNC:28648,2:232826423-233209060,LittleEvidence,NoEvidence,"OMIM Morbid",37.78,1,0.47,10/14/2020
Gene,DISC1HGNC:2888,1:231762536-232177018,NoEvidence,NoEvidence,"OMIM Morbid",81.6,0,0.89,03/06/2012
Gene,DISP1HGNC:19711,1:222988381-223179337,NoEvidence,NoEvidence,"OMIM Morbid",49.82,0,1.03,07/06/2012
Gene,DKC1HGNC:2890,X:153991139-154005964,LittleEvidence,NoEvidence,"OMIM Morbid",6.32,1,0.19,06/14/2023
Gene,DLG2HGNC:2901,11:83166055-85339417,LittleEvidence,NoEvidence,OMIM,1.29,1,0.44,11/28/2018
Gene,DLG3HGNC:2902,X:69664685-69725340,SufficientEvidence,NoEvidence,"OMIM Morbid",14.46,1,0.09,04/25/2024
Gene,DLG4HGNC:2903,17:7090506-7123369,SufficientEvidence,NoEvidence,"OMIM Morbid",27.2,1,0.15,10/10/2023
Gene,DLGAP2HGNC:2906,8:687628-1656642,NoEvidence,NoEvidence,OMIM,58.64,1,0.43,03/22/2012
Gene,DLK1HGNC:2907,14:101193229-101204561,NoEvidence,NoEvidence,OMIM,24.61,0.99,0.46,04/28/2012
Gene,DLL1HGNC:2908,6:170591294-170600166,SufficientEvidence,NoEvidence,"OMIM Morbid",4.66,1,0.24,03/09/2021
Gene,DLX1HGNC:2914,2:172950235-172954402,NoEvidence,NoEvidence,OMIM,1.08,0.94,0.55,03/30/2012
Gene,DLX2HGNC:2915,2:172964166-172967628,NoEvidence,NoEvidence,OMIM,19.55,0.96,0.53,01/19/2012
Gene,DLX5HGNC:2918,7:96649708-96654143,NoEvidence,NoEvidence,"OMIM Morbid",0.99,0.98,0.5,05/14/2012
Gene,DLX6HGNC:2919,7:96634865-96640352,NoEvidence,NoEvidence,OMIM,3.97,1,0.38,05/14/2012
Gene,DMDHGNC:2928,X:31137339-33357505,SufficientEvidence,NoEvidence,"OMIM Morbid",0.27,1,0.15,11/20/2019
Gene,DMP1HGNC:2932,4:88571432-88585509,AutosomalRecessive,,"OMIM Morbid",81.24,0,1.21,08/22/2016
Gene,DMRT1HGNC:2934,9:841697-969090,LittleEvidence,NoEvidence,OMIM,18.6,1,0.43,11/10/2023
Gene,DMRT2HGNC:2935,9:1050357-1057552,NoEvidence,NoEvidence,OMIM,53.86,0,1.28,08/22/2012
Gene,DMXL2HGNC:2938,15:51739988-51914968,NoEvidence,NoEvidence,"OMIM Morbid",41.6,1,0.36,04/04/2012
Gene,DNAAF1HGNC:30539,16:84178913-84211526,AutosomalRecessive,NoEvidence,"OMIM Morbid",98.51,0,1.14,08/22/2016
Gene,DNAAF11HGNC:16725,8:133582664-133687791,AutosomalRecessive,,"OMIM Morbid",66.48,0,1.02,08/22/2016
Gene,DNAAF19HGNC:32700,17:42977097-42982758,AutosomalRecessive,,"OMIM Morbid",67.25,0,1.26,08/22/2016
Gene,DNAH11HGNC:2942,7:21582657-21941457,AutosomalRecessive,NoEvidence,"OMIM Morbid",21.9,0,0.91,08/22/2016
Gene,DNAH5HGNC:2950,5:13690437-13944797,AutosomalRecessive,NoEvidence,"OMIM Morbid",32.91,0,0.76,08/22/2016
Gene,DNAI1HGNC:2954,9:34458803-34520982,AutosomalRecessive,NoEvidence,"OMIM Morbid",11.63,0,0.85,08/22/2016
Gene,DNAI2HGNC:18744,17:72270373-72311023,AutosomalRecessive,NoEvidence,"OMIM Morbid",64.18,0,0.97,08/22/2016
Gene,DNAJB6HGNC:14888,7:157129698-157210133,NoEvidence,NoEvidence,"OMIM Morbid",47.78,0,0.92,10/29/2012
Gene,DNAJC21HGNC:27030,5:34929664-34959069,LittleEvidence,NoEvidence,"OMIM Morbid",49.28,0,1.08,10/14/2020
Gene,DNAJC28HGNC:1297,21:34860362-34864023,SensitivityUnlikely,NoEvidence,,63.77,0,0.97,02/02/2021
Gene,DNAJC6HGNC:15469,1:65730432-65881554,AutosomalRecessive,NoEvidence,"OMIM Morbid",34.73,1,0.42,08/22/2016
Gene,DNASE1HGNC:2956,16:3661761-3715462,NoEvidence,NoEvidence,"OMIM Morbid",65.82,0,1.46,02/22/2012
Gene,DNM1HGNC:2972,9:130965658-131017523,AutosomalRecessive,NoEvidence,"OMIM Morbid",13.49,1,0.42,08/08/2023
Gene,DNMT3AHGNC:2978,2:25450743-25565459,SufficientEvidence,NoEvidence,"OMIM Morbid",3.99,0,2,09/25/2024
Gene,DOCK7HGNC:19190,1:62920397-63154057,AutosomalRecessive,NoEvidence,"OMIM Morbid",28.59,0,0.55,08/22/2016
Gene,DOCK8HGNC:19191,9:214865-465255,AutosomalRecessive,NoEvidence,"OMIM Morbid",35.69,0,0.62,06/14/2023
Gene,DOK7HGNC:26594,4:3465033-3503209,AutosomalRecessive,,"OMIM Morbid",75.35,0,1.66,08/22/2016
Gene,DPAGT1HGNC:2995,11:118967220-118972563,AutosomalRecessive,NoEvidence,"OMIM Morbid",14.87,0,0.84,08/22/2016
Gene,DPM1HGNC:3005,20:49551392-49575101,AutosomalRecessive,NoEvidence,"OMIM Morbid",19.24,0,1.01,08/22/2016
Gene,DPM3HGNC:3007,1:155112367-155113007,AutosomalRecessive,NoEvidence,"OMIM Morbid",53.99,0.01,1.37,04/09/2015
Gene,DPP6HGNC:3010,7:153445218-154685995,LittleEvidence,NoEvidence,"OMIM Morbid",42.27,0,0.75,06/26/2019
Gene,DPYDHGNC:3012,1:97543299-98386615,AutosomalRecessive,NoEvidence,"OMIM Morbid",1.82,0,1.09,01/24/2018
Gene,DPYSHGNC:3013,8:105391659-105479283,AutosomalRecessive,,"OMIM Morbid",50.47,0,1.03,08/22/2016
Gene,DRD5HGNC:3026,4:9783258-9785633,NoEvidence,NoEvidence,"OMIM Morbid",48.72,0.09,1.85,05/15/2012
Gene,DSC2HGNC:3036,18:28638806-28682384,LittleEvidence,NoEvidence,"OMIM Morbid",70.44,0,0.74,04/24/2024
Gene,DSC3HGNC:3037,18:28569331-28622708,AutosomalRecessive,,"OMIM Morbid",29.87,0,1.27,08/22/2016
Gene,DSCAMHGNC:3039,21:41382926-42219084,EmergingEvidence,NoEvidence,OMIM,11.07,1,0.28,10/10/2023
Gene,DSEHGNC:21144,6:116575334-116766024,AutosomalRecessive,,"OMIM Morbid",5.23,0.06,0.56,08/22/2016
Gene,DSG2HGNC:3049,18:29078140-29128971,EmergingEvidence,NoEvidence,"OMIM Morbid",62.78,0,0.76,12/13/2022
Gene,DSG4HGNC:21307,18:28956740-28994872,AutosomalRecessive,NoEvidence,"OMIM Morbid",47.44,0,1.06,08/22/2016
Gene,DSPHGNC:3052,6:7541904-7586947,SufficientEvidence,NoEvidence,"OMIM Morbid",12.87,1,0.44,10/12/2021
Gene,DSPPHGNC:3054,4:88529681-88538025,NoEvidence,NoEvidence,"OMIM Morbid",61.42,0,1.27,03/27/2013
Gene,DYMHGNC:21317,18:46562757-46987015,AutosomalRecessive,NoEvidence,"OMIM Morbid",20.38,0,1.08,02/23/2012
Gene,DYNC1H1HGNC:2961,14:102430910-102522780,NoEvidence,NoEvidence,"OMIM Morbid",28.69,1,0.12,11/14/2023
Gene,DYNC2H1HGNC:2962,11:102980155-103350591,AutosomalRecessive,,"OMIM Morbid",29.66,0,0.86,08/22/2016
Gene,DYNC2I1HGNC:21862,7:158631936-158738880,AutosomalRecessive,,"OMIM Morbid",89.69,0,0.8,08/22/2016
Gene,DYRK1AHGNC:3091,21:38737875-38898660,SufficientEvidence,NoEvidence,"OMIM Morbid",3.69,1,0.17,12/16/2020
Gene,EARS2HGNC:29419,16:23532075-23568696,AutosomalRecessive,NoEvidence,"OMIM Morbid",49.25,0,1.14,08/22/2016
Gene,EBF3HGNC:19087,10:131633497-131762538,SufficientEvidence,NoEvidence,"OMIM Morbid",3.89,1,0.35,12/06/2023
Gene,EBPHGNC:3133,X:48380196-48387104,SufficientEvidence,NoEvidence,"OMIM Morbid",58.58,0.94,0.34,01/22/2020
Gene,EDAHGNC:3157,X:68835957-69259322,SufficientEvidence,NoEvidence,"OMIM Morbid",2.43,0.97,0.27,01/25/2023
Gene,EDNRBHGNC:3180,13:78469616-78549662,LittleEvidence,NoEvidence,"OMIM Morbid",5.87,0.49,0.59,02/07/2022
Gene,EEF1A2HGNC:3192,20:62119367-62130436,NoEvidence,NoEvidence,"OMIM Morbid",36.29,1,0.31,06/13/2023
Gene,EFCAB13HGNC:26864,17:45401321-45518678,SensitivityUnlikely,NoEvidence,,86.7,0,0.95,02/02/2021
Gene,EFL1HGNC:25789,15:82422574-82555075,AutosomalRecessive,,"OMIM Morbid",67.96,0,0.72,04/13/2022
Gene,EFNB1HGNC:3226,X:68048864-68062003,SufficientEvidence,LittleEvidence,"OMIM Morbid",5.79,0.93,0.35,05/13/2025
Gene,EFTUD2HGNC:30858,17:42927316-42976813,SufficientEvidence,NoEvidence,"OMIM Morbid",24.19,1,0.15,05/23/2013
Gene,EGFRHGNC:3236,7:55086710-55279321,NoEvidence,NoEvidence,"OMIM Morbid",0.3,0.98,0.48,05/11/2022
Gene,EGR2HGNC:3239,10:64571756-64578927,NoEvidence,NoEvidence,"OMIM Morbid",6.85,1,0.4,11/28/2011
Gene,EHMT1HGNC:24650,9:140513457-140730579,SufficientEvidence,LittleEvidence,"OMIM Morbid",62.96,1,0.16,07/06/2012
Gene,EIF2AK3HGNC:3255,2:88856259-88926982,AutosomalRecessive,,"OMIM Morbid",4.63,0,0.61,08/22/2016
Gene,EIF2B1HGNC:3257,12:124104953-124118233,AutosomalRecessive,,"OMIM Morbid",49.37,0,1.06,08/22/2016
Gene,EIF2B3HGNC:3259,1:45316194-45452267,AutosomalRecessive,NoEvidence,"OMIM Morbid",14.41,0.93,0.52,08/22/2016
Gene,EIF4A3HGNC:18683,17:78108168-78120927,AutosomalRecessive,NoEvidence,"OMIM Morbid",31.52,1,0.08,08/22/2016
Gene,ELANEHGNC:3309,19:852303-856243,LittleEvidence,NoEvidence,"OMIM Morbid",34.42,0,1.25,07/13/2022
Gene,ELAVL2HGNC:3313,9:23690102-23850599,LittleEvidence,NoEvidence,OMIM,1.24,1,0.25,11/28/2018
Gene,ELK1HGNC:3321,X:47494919-47510003,NoEvidence,NoEvidence,OMIM,43.41,0.94,0.34,09/26/2012
Gene,ELNHGNC:3327,7:73442503-73484237,SufficientEvidence,NoEvidence,"OMIM Morbid",8.62,0,0.7,07/10/2012
Gene,ELOA3PHGNC:24617,18:44554573-44556449,NoEvidence,NoEvidence,,98.17,0,0,02/22/2012
Gene,EMX2HGNC:3341,10:119302257-119309057,LittleEvidence,NoEvidence,"OMIM Morbid",7.32,0.98,0.5,11/09/2021
Gene,EN2HGNC:3343,7:155250824-155257526,NoEvidence,NoEvidence,OMIM,23.56,0.39,0.78,08/26/2012
Gene,ENGHGNC:3349,9:130577291-130617052,SufficientEvidence,NoEvidence,"OMIM Morbid",23.71,1,0.37,01/11/2024
Gene,ENO3HGNC:3354,17:4853847-4860424,AutosomalRecessive,,"OMIM Morbid",4.38,0,1.18,08/22/2016
Gene,ENPP1HGNC:3356,6:132129160-132216295,AutosomalRecessive,NoEvidence,"OMIM Morbid",20.17,0,0.73,08/22/2016
Gene,EP300HGNC:3373,22:41488596-41576081,SufficientEvidence,NoEvidence,"OMIM Morbid",0.67,1,0.16,03/14/2013
Gene,EPB42HGNC:3381,15:43489425-43513216,AutosomalRecessive,NoEvidence,"OMIM Morbid",67.14,0,0.77,08/22/2016
Gene,EPCAMHGNC:11529,2:47596450-47614159,AutosomalRecessive,NoEvidence,"OMIM Morbid",60.55,0,1.34,10/08/2019
Gene,EPM2AHGNC:3413,6:145946441-146057159,AutosomalRecessive,NoEvidence,"OMIM Morbid",38.74,0,1.19,08/22/2016
Gene,EPS8HGNC:3420,12:15773068-15942322,AutosomalRecessive,NoEvidence,"OMIM Morbid",19.96,1,0.44,02/07/2018
Gene,ERBB4HGNC:3432,2:212240442-213403526,LittleEvidence,NoEvidence,"OMIM Morbid",0.34,1,0.36,10/23/2024
Gene,ERCC1HGNC:3433,19:45910592-45954805,AutosomalRecessive,,"OMIM Morbid",39.74,0,1.31,08/22/2016
Gene,ERCC2HGNC:3434,19:45853095-45873831,AutosomalRecessive,SensitivityUnlikely,"OMIM Morbid",16.33,0,1.09,06/13/2023
Gene,ERCC3HGNC:3435,2:128014866-128051720,AutosomalRecessive,NoEvidence,"OMIM Morbid",16.21,0,0.8,06/30/2020
Gene,ERCC4HGNC:3436,16:14014011-14046205,AutosomalRecessive,NoEvidence,"OMIM Morbid",31.43,0,0.99,08/09/2023
Gene,ERCC5HGNC:3437,13:103498382-103528345,AutosomalRecessive,SensitivityUnlikely,"OMIM Morbid",52.57,0,0.77,08/22/2016
Gene,ERCC6L2HGNC:26922,9:98637973-98803374,AutosomalRecessive,NoEvidence,"OMIM Morbid",62.16,0,0.79,08/22/2016
Gene,ERCC8HGNC:3439,5:60162281-60240897,AutosomalRecessive,NoEvidence,"OMIM Morbid",17.24,0,1.61,08/22/2016
Gene,ERFHGNC:3444,19:42751721-42759280,SufficientEvidence,NoEvidence,"OMIM Morbid",36.32,1,0.44,06/08/2021
Gene,ERMARDHGNC:21056,6:170151718-170181696,LittleEvidence,NoEvidence,"OMIM Morbid",84.87,0,1,11/13/2013
Gene,ESCO2HGNC:27230,8:27632071-27662833,AutosomalRecessive,,"OMIM Morbid",44.83,0,1.01,08/22/2016
Gene,ESPNHGNC:13281,1:6484836-6521004,AutosomalRecessive,NoEvidence,"OMIM Morbid",46.09,0,1.31,02/07/2018
Gene,ETFBHGNC:3482,19:51848409-51869642,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.88,0,1.1,08/22/2016
Gene,ETFDHHGNC:3483,4:159593448-159630775,AutosomalRecessive,,"OMIM Morbid",46.5,0,1.13,08/22/2016
Gene,ETV6HGNC:3495,12:11802608-12048311,SufficientEvidence,NoEvidence,"OMIM Morbid",1.55,1,0.44,01/11/2023
Gene,EVC2HGNC:19747,4:5564166-5711275,AutosomalRecessive,NoEvidence,"OMIM Morbid",74.81,0,1.09,07/18/2013
Gene,EVX2HGNC:3507,2:176944835-176948690,NoEvidence,NoEvidence,OMIM,19.69,0,1.23,04/04/2012
Gene,EXO5HGNC:26115,1:40974439-40981710,SensitivityUnlikely,NoEvidence,OMIM,64.2,0,1.05,02/02/2021
Gene,EXOSC3HGNC:17944,9:37779711-37785089,AutosomalRecessive,NoEvidence,"OMIM Morbid",29.34,0,1.07,08/22/2016
Gene,EXPH5HGNC:30578,11:108376162-108464495,AutosomalRecessive,NoEvidence,"OMIM Morbid",83.2,0,1.14,08/22/2016
Gene,EXT1HGNC:3512,8:118806729-119124065,SufficientEvidence,NoEvidence,"OMIM Morbid",1.49,1,0.34,06/17/2020
Gene,EXT2HGNC:3513,11:44117228-44273512,SufficientEvidence,NoEvidence,"OMIM Morbid",14.77,0,0.78,06/23/2020
Gene,EYA1HGNC:3519,8:72109668-72460329,SufficientEvidence,NoEvidence,"OMIM Morbid",1.33,1,0.29,08/26/2020
Gene,EYA4HGNC:3522,6:133562495-133853266,SufficientEvidence,NoEvidence,"OMIM Morbid",3.86,0.86,0.54,01/22/2020
Gene,EYSHGNC:21555,6:64429876-66417119,AutosomalRecessive,,"OMIM Morbid",25.63,0,0.96,08/22/2016
Gene,F10HGNC:3528,13:113777113-113803843,AutosomalRecessive,,"OMIM Morbid",72.12,0,0.97,08/22/2016
Gene,F13A1HGNC:3531,6:6144317-6320895,AutosomalRecessive,NoEvidence,"OMIM Morbid",36.61,0,0.74,08/22/2016
Gene,F13BHGNC:3534,1:197007871-197036390,AutosomalRecessive,NoEvidence,"OMIM Morbid",74.15,0,0.89,08/22/2016
Gene,F5HGNC:3542,1:169481189-169555719,AutosomalRecessive,NoEvidence,"OMIM Morbid",66.18,0,0.71,01/11/2018
Gene,F7HGNC:3544,13:113760102-113774999,AutosomalRecessive,,"OMIM Morbid",80.84,0,1.11,08/22/2016
Gene,F8HGNC:3546,X:154064067-154250998,SufficientEvidence,NoEvidence,"OMIM Morbid",30.72,1,0.09,10/13/2020
Gene,F9HGNC:3551,X:138612898-138645618,SufficientEvidence,NoEvidence,"OMIM Morbid",40.27,1,0.17,01/12/2021
Gene,FA2HHGNC:21197,16:74746867-74808718,AutosomalRecessive,,"OMIM Morbid",59.01,0.01,0.76,08/22/2016
Gene,FADDHGNC:3573,11:70049402-70053496,AutosomalRecessive,NoEvidence,"OMIM Morbid",68.73,0.07,1.72,08/22/2016
Gene,FAHHGNC:3579,15:80445131-80479291,AutosomalRecessive,NoEvidence,"OMIM Morbid",64.92,0,1.07,09/02/2020
Gene,FAM161AHGNC:25808,2:62051983-62081195,AutosomalRecessive,NoEvidence,"OMIM Morbid",75.75,0,1.03,08/22/2016
Gene,FAM20CHGNC:22140,7:192571-300738,AutosomalRecessive,,"OMIM Morbid",39.39,0,1.23,08/22/2016
Gene,FAN1HGNC:29170,15:31196055-31235311,AutosomalRecessive,NoEvidence,"OMIM Morbid",86.96,0,1.02,08/22/2016
Gene,FANCAHGNC:3582,16:89803957-89883055,AutosomalRecessive,NoEvidence,"OMIM Morbid",82.85,0,1.35,10/11/2023
Gene,FANCBHGNC:3583,X:14861527-14891191,SufficientEvidence,NoEvidence,"OMIM Morbid",57.28,1,0.23,06/23/2021
Gene,FANCCHGNC:3584,9:97861336-98079991,AutosomalRecessive,NoEvidence,"OMIM Morbid",43.39,0,1.02,07/01/2025
Gene,FANCD2HGNC:3585,3:10068121-10143616,AutosomalRecessive,NoEvidence,"OMIM Morbid",32.01,0,0.78,08/09/2023
Gene,FANCEHGNC:3586,6:35420115-35434879,AutosomalRecessive,NoEvidence,"OMIM Morbid",62.05,0,0.96,06/12/2020
Gene,FANCFHGNC:3587,11:22644079-22647369,AutosomalRecessive,NoEvidence,"OMIM Morbid",79.88,0,0,01/08/2025
Gene,FANCGHGNC:3588,9:35073836-35079939,AutosomalRecessive,NoEvidence,"OMIM Morbid",50.76,0,1.05,11/15/2020
Gene,FANCIHGNC:25568,15:89787210-89860490,AutosomalRecessive,,"OMIM Morbid",23.8,0,0.96,08/22/2016
Gene,FANCLHGNC:20748,2:58386378-58468515,AutosomalRecessive,NoEvidence,"OMIM Morbid",9.14,0,1.45,10/21/2023
Gene,FANCMHGNC:23168,14:45605133-45670093,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.79,0,0.76,04/09/2024
Gene,FARS2HGNC:21062,6:5261240-5771816,AutosomalRecessive,NoEvidence,"OMIM Morbid",44.7,0,1.02,08/22/2016
Gene,FASHGNC:11920,10:90750555-90776816,LittleEvidence,NoEvidence,"OMIM Morbid",93.15,1,0.37,02/08/2022
Gene,FASLGHGNC:11936,1:172628243-172636016,AutosomalRecessive,NoEvidence,"OMIM Morbid",7.98,0.77,0.61,10/11/2023
Gene,FBN1HGNC:3603,15:48700510-48937906,SufficientEvidence,NoEvidence,"OMIM Morbid",2.53,1,0.11,12/04/2019
Gene,FBN2HGNC:3604,5:127593601-127873938,NoEvidence,NoEvidence,"OMIM Morbid",21.09,1,0.31,02/28/2024
Gene,FBP1HGNC:3606,9:97365415-97402545,AutosomalRecessive,NoEvidence,"OMIM Morbid",36.83,0,1.16,08/22/2016
Gene,FBXO7HGNC:13586,22:32870798-32894816,AutosomalRecessive,,"OMIM Morbid",38.24,0,0.96,08/22/2016
Gene,FBXW11HGNC:13607,5:171288553-171433642,NoEvidence,LittleEvidence,"OMIM Morbid",10.37,1,0.36,12/07/2011
Gene,FBXW4HGNC:10847,10:103370423-103455052,NoEvidence,NoEvidence,"OMIM Morbid",16.23,0,1.01,10/08/2014
Gene,FGD1HGNC:3663,X:54471887-54522667,SufficientEvidence,NoEvidence,"OMIM Morbid",18.2,1,0.2,05/26/2021
Gene,FGD4HGNC:19125,12:32552492-32798984,AutosomalRecessive,NoEvidence,"OMIM Morbid",50.19,0.59,0.52,08/22/2016
Gene,FGF10HGNC:3666,5:44300349-44389522,SufficientEvidence,NoEvidence,"OMIM Morbid",0.55,1,0.27,02/23/2022
Gene,FGF12HGNC:3668,3:191857179-192445330,NoEvidence,LittleEvidence,"OMIM Morbid",3.96,0.15,0.93,12/01/2021
Gene,FGF3HGNC:3681,11:69624736-69634184,AutosomalRecessive,,"OMIM Morbid",57.44,0,1.82,08/22/2016
Gene,FGFR1HGNC:3688,8:38268661-38326153,SufficientEvidence,NoEvidence,"OMIM Morbid",0.42,1,0.27,04/05/2021
Gene,FGFR3HGNC:3690,4:1795020-1810594,NoEvidence,NoEvidence,"OMIM Morbid",6.4,1,0.46,11/09/2011
Gene,FGFRL1HGNC:3693,4:1005414-1020686,NoEvidence,NoEvidence,OMIM,61.34,0,1.16,08/01/2013
Gene,FHHGNC:3700,1:241660903-241683055,SufficientEvidence,NoEvidence,"OMIM Morbid",15.21,0.26,0.6,07/06/2020
Gene,FHITHGNC:3701,3:59733003-61237126,NoEvidence,NoEvidence,OMIM,0.43,0,1.57,10/24/2018
Gene,FKBP14HGNC:18625,7:30050203-30066318,AutosomalRecessive,NoEvidence,"OMIM Morbid",24.26,0,1.34,08/22/2016
Gene,FLCNHGNC:27310,17:17115526-17140482,SufficientEvidence,NoEvidence,"OMIM Morbid",46.02,0.99,0.49,01/11/2023
Gene,FLGHGNC:3748,1:152274641-152297715,SufficientEvidence,NoEvidence,"OMIM Morbid",99.71,0,1.93,02/26/2020
Gene,FLNAHGNC:3754,X:153576899-153603002,SufficientEvidence,NoEvidence,"OMIM Morbid",8.01,1,0.08,12/02/2020
Gene,FLNBHGNC:3755,3:57994149-58157978,NoEvidence,NoEvidence,"OMIM Morbid",12.25,0,0.5,07/25/2013
Gene,FLNCHGNC:3756,7:128470460-128499326,SufficientEvidence,NoEvidence,"OMIM Morbid",21.56,1,0.43,07/13/2021
Gene,FLVCR2HGNC:20105,14:76044963-76114510,AutosomalRecessive,NoEvidence,"OMIM Morbid",46.63,0,0.9,08/22/2016
Gene,FMO2HGNC:3770,1:171154347-171181825,SensitivityUnlikely,NoEvidence,OMIM,56.93,0,0.98,02/02/2021
Gene,FMR1HGNC:3775,X:146993437-147032645,SufficientEvidence,NoEvidence,"OMIM Morbid",2.45,0.65,0.42,12/16/2020
Gene,FOLR1HGNC:3791,11:71900753-71907367,AutosomalRecessive,NoEvidence,"OMIM Morbid",71.28,0.14,0.74,06/25/2019
Gene,FOSL2HGNC:3798,2:28615725-28640184,NoEvidence,NoEvidence,"OMIM Morbid",25.31,1,0.28,12/10/2024
Gene,FOXC1HGNC:3800,6:1610150-1614132,SufficientEvidence,NoEvidence,"OMIM Morbid",9.01,0.05,1.28,07/29/2020
Gene,FOXC2HGNC:3801,16:86600435-86603334,SufficientEvidence,NoEvidence,"OMIM Morbid",5.65,0,1.81,11/26/2013
Gene,FOXE1HGNC:3806,9:100615508-100618999,AutosomalRecessive,,"OMIM Morbid",37.73,0.01,1.93,08/22/2016
Gene,FOXE3HGNC:3808,1:47881957-47883724,NoEvidence,NoEvidence,"OMIM Morbid",68.36,0.12,1.94,12/13/2017
Gene,FOXF1HGNC:3809,16:86544133-86549028,SufficientEvidence,NoEvidence,"OMIM Morbid",15.93,0.43,0.69,06/20/2013
Gene,FOXG1HGNC:3811,14:29235993-29239483,SufficientEvidence,NoEvidence,"OMIM Morbid",3.12,1,0.36,03/09/2021
Gene,FOXL2HGNC:1092,3:138663066-138665979,SufficientEvidence,NoEvidence,"OMIM Morbid",21.55,0.03,1.91,02/09/2021
Gene,FOXP1HGNC:3823,3:71003859-71633129,SufficientEvidence,NoEvidence,"OMIM Morbid",0.14,1,0.28,01/22/2020
Gene,FOXP2HGNC:13875,7:113726382-114333820,SufficientEvidence,NoEvidence,"OMIM Morbid",0.09,1,0.16,04/08/2025
Gene,FOXRED1HGNC:26927,11:126139049-126148021,AutosomalRecessive,NoEvidence,"OMIM Morbid",55.38,0,1.12,08/22/2016
Gene,FREM1HGNC:23399,9:14737150-14910993,NoEvidence,NoEvidence,"OMIM Morbid",26.81,0,1.16,06/06/2013
Gene,FRMD7HGNC:8079,X:131211018-131262048,SufficientEvidence,NoEvidence,"OMIM Morbid",28.47,0.73,0.42,04/09/2020
Gene,FSHBHGNC:3964,11:30252561-30256741,AutosomalRecessive,,"OMIM Morbid",15.77,0.02,1.16,08/22/2016
Gene,FTCDHGNC:3974,21:47556176-47575493,AutosomalRecessive,NoEvidence,"OMIM Morbid",71.26,0,1.61,08/22/2016
Gene,FTLHGNC:3999,19:49468566-49470136,NoEvidence,NoEvidence,"OMIM Morbid",16.73,0,1.55,08/22/2013
Gene,FTSJ1HGNC:13254,X:48334409-48344752,EmergingEvidence,NoEvidence,"OMIM Morbid",52.75,0.99,0.2,03/22/2023
Gene,FXNHGNC:3951,9:71650668-71693992,AutosomalRecessive,NoEvidence,"OMIM Morbid",66.77,0.16,0.81,08/22/2016
Gene,FYCO1HGNC:14673,3:45959395-46037316,AutosomalRecessive,NoEvidence,"OMIM Morbid",61.49,0,0.85,05/20/2015
Gene,FZD4HGNC:4042,11:86656721-86666437,SufficientEvidence,NoEvidence,"OMIM Morbid",22.13,0.36,0.61,01/25/2023
Gene,G6PC3HGNC:24861,17:42148041-42153712,AutosomalRecessive,NoEvidence,"OMIM Morbid",43.93,0,1.01,04/30/2020
Gene,GAAHGNC:4065,17:78075380-78093680,AutosomalRecessive,,"OMIM Morbid",75.35,0,1.01,08/22/2016
Gene,GAB4HGNC:18325,22:17442826-17489112,SensitivityUnlikely,NoEvidence,,87.14,0,0.73,02/02/2021
Gene,GABRA1HGNC:4075,5:161274197-161326977,LittleEvidence,NoEvidence,"OMIM Morbid",9.56,1,0.28,11/09/2021
Gene,GABRB3HGNC:4083,15:26788699-27018910,NoEvidence,NoEvidence,"OMIM Morbid",8.38,1,0.44,04/25/2012
Gene,GABRG2HGNC:4087,5:161494471-161582545,LittleEvidence,NoEvidence,"OMIM Morbid",11.88,1,0.43,09/25/2018
Gene,GALCHGNC:4115,14:88399358-88460009,AutosomalRecessive,,"OMIM Morbid",47.35,0,1.02,08/22/2016
Gene,GALK1HGNC:4118,17:73747550-73761273,AutosomalRecessive,NoEvidence,"OMIM Morbid",28.42,0,1.2,08/22/2016
Gene,GALNSHGNC:4122,16:88880142-88923355,AutosomalRecessive,NoEvidence,"OMIM Morbid",65.94,0,1.25,08/22/2016
Gene,GALNT12HGNC:19877,9:101569952-101612363,LittleEvidence,NoEvidence,"OMIM Morbid",59.91,0,1.06,09/09/2019
Gene,GALNT3HGNC:4125,2:166604098-166650757,AutosomalRecessive,NoEvidence,"OMIM Morbid",17.53,0,0.81,08/22/2016
Gene,GALR1HGNC:4132,18:74961804-74989856,NoEvidence,NoEvidence,OMIM,59.63,0.04,0.98,07/06/2012
Gene,GALTHGNC:4135,9:34646672-34651032,AutosomalRecessive,,"OMIM Morbid",30.87,0,0.94,08/22/2016
Gene,GAMTHGNC:4136,19:1397025-1401541,AutosomalRecessive,NoEvidence,"OMIM Morbid",62.39,0,1.54,08/22/2016
Gene,GANHGNC:4137,16:81348567-81424414,AutosomalRecessive,,"OMIM Morbid",44.7,0,0.84,08/22/2016
